"title","url","stars","name","reviewUrl","text"
"Eataly","https://www.google.com/maps/search/?api=1&query=Eataly&query_place_id=ChIJvx7i_BlawokRidb5WfdvqRM","4","Jeff Cooper","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xaUWR6VlhNR1p4YW5OWlMwdGhYMjlhVlc1Mk0yYxAB!2m1!1s0x0:0x13a96ff759f9d689!3m1!1s2@1:CAIQACodChtycF9oOlZQdzVXMGZxanNZS0thX29aVW52M2c%7C0dfsQ9_fv42%7C?hl=en","Really enjoy this experience for a laid back, extremely fresh and well serviced meal.  While there are many elegant Italian places you can eat in Manhattan, Eataly provides a fun atmosphere, great service and as authentic of food as you will find.  Would definitely come back"
"Eataly","https://www.google.com/maps/search/?api=1&query=Eataly&query_place_id=ChIJvx7i_BlawokRidb5WfdvqRM","2","Diana Cardona","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pReFUxVXdOWEJqUjBSRE5YRkRXVkZHYWtreU1rRRAB!2m1!1s0x0:0x13a96ff759f9d689!3m1!1s2@1:CAIQACodChtycF9oOjQxU1UwNXBjR0RDNXFDWVFGakkyMkE%7C0dfY3piOE4e%7C?hl=en","We visited Eataly NYC Downtown - La Pizza & La Pasta to celebrate my daughter’s 12th birthday with a party of nine this Saturday. We had a 3:00 PM reservation and arrived a little early. I informed the hostess that we had purchased a birthday cake from Eataly’s pastry counter to bring out at the end of the meal, and she said it would not be a problem.
Our server Patricia was attentive. When the meal ended, she politely informed me there would be a cake-cutting fee, which I immediately agreed to. That was completely reasonable.
Unfortunately, the experience was disrupted by a manager named Simon. As I was placing candles on the cake, he abruptly approached and said, “You can’t bring outside food, you will be charged.” I explained that Patricia had already informed me and that I had agreed to the fee. I also expressed that I did not appreciate his tone and suggested that he could take a cue from Patricia’s courteous and professional way of communicating with guests.
Simon then waved his hand dismissively and announced, “I am the manager and you will be charged.” I again reiterated that I had no objection to the fee whatsoever; my concern was solely with his tone and approach. He responded by waving his hand dismissively in my face and telling me to “just relax.”
When you are paying for a full meal for nine people to celebrate a child’s birthday, a cake fee is nominal in comparison to the bill. The fee was never the issue—his rude and arrogant manner was.
Perhaps Simon is accustomed to dealing with tourists and believes this behavior is acceptable. It is not. His conduct created tension that was felt by everyone at the table and overshadowed what should have been a joyful family celebration.
Patricia provided attentive service, but the behavior from Simon as management at Eataly NYC Downtown - La Pizza & La Pasta was unprofessional and disappointing. I hope management reviews this incident so future guests celebrating special occasions have a better experience. Simon would benefit from additional training in guest relations and professional communication."
"Eataly","https://www.google.com/maps/search/?api=1&query=Eataly&query_place_id=ChIJvx7i_BlawokRidb5WfdvqRM","5","Mark","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21WVGRHOUpjMU5wUkhSWU9ISnJNMlpGV201NVIwRRAB!2m1!1s0x0:0x13a96ff759f9d689!3m1!1s2@1:CAIQACodChtycF9oOmVTdG9Jc1NpRHRYOHJrM2ZFWm55R0E%7C0detA19phVs%7C?hl=en","Always the best of Italy ...
Great Sales & Deal"
"Eataly","https://www.google.com/maps/search/?api=1&query=Eataly&query_place_id=ChIJvx7i_BlawokRidb5WfdvqRM","1","Maria Camila Garnica","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21SeU9FSnphVU0zTVVobldHMTJNVGcyZFRZNE1YYxAB!2m1!1s0x0:0x13a96ff759f9d689!3m1!1s2@1:CAIQACodChtycF9oOmRyOEJzaUM3MUhnWG12MTg2dTY4MXc%7C0deUoDad2GR%7C?hl=en","Llegamos a la 9 pm y nos dijeron que en 10 min cerraban..? Era obvio que no nos querían atender porque en los horarios dice que cierran a las 11 pm, so…?"
"Eataly","https://www.google.com/maps/search/?api=1&query=Eataly&query_place_id=ChIJvx7i_BlawokRidb5WfdvqRM","5","Robin F","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2w5bWEwVTJia2N4UTA5WFltSTRNRjlHTWkxVmJYYxAB!2m1!1s0x0:0x13a96ff759f9d689!3m1!1s2@1:CAIQACodChtycF9oOl9ma0U2bkcxQ09XYmI4MF9GMi1VbXc%7C0dcTbrvJ1pX%7C?hl=en","I took a tortellini class with Riccardo and Patty, and it was great! They were super entertaining and educational and now I can make delicious pasta myself, I definitely recommend taking their class!"
"Eataly","https://www.google.com/maps/search/?api=1&query=Eataly&query_place_id=ChIJvx7i_BlawokRidb5WfdvqRM","1","Jennifer Maria","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xWaWMzZHdiMGRzZGsxaE1uaHNiMnBuWkVoYVkyYxAB!2m1!1s0x0:0x13a96ff759f9d689!3m1!1s2@1:CAIQACodChtycF9oOlVic3dwb0dsdk1hMnhsb2pnZEhaY2c%7C0dafCs-seN4%7C?hl=en","We had dinner at Vino and the service was honestly disappointing. There was no attentiveness at all, if you had a question, no one seemed interested in helping. At one point  we literally had to hand our plates to a support staff member ourselves. Our server only came to the table when we asked for the check and even it took 15 minutes to pay. Mandatory 20% tip for a service like this? ?  ?"
"Eataly","https://www.google.com/maps/search/?api=1&query=Eataly&query_place_id=ChIJvx7i_BlawokRidb5WfdvqRM","5","Maurice Boucher","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25JMlExcGpjRGhNYjNoRFJteFBiM2hCY2xSZmJFRRAB!2m1!1s0x0:0x13a96ff759f9d689!3m1!1s2@1:CAIQACodChtycF9oOnI2Q1pjcDhMb3hDRmxPb3hBclRfbEE%7C0daafeXQCS0%7C?hl=en","I’ve been to Eataly 3–4 times already, and it never disappoints.

What I love is that you actually hear Italian spoken there — many of the staff are Italian, which adds to the authenticity of the whole experience. The ambiance feels lively and genuinely European, and the quality of the food consistently delivers.

I highly recommend the tortellini — I enjoyed every single bite. It’s the quintessence of what good pasta should be: simple, balanced, and deeply satisfying.

The view over the city makes the whole experience even better.

Enjoy every bite. 🇮🇹🍝"
"Eataly","https://www.google.com/maps/search/?api=1&query=Eataly&query_place_id=ChIJvx7i_BlawokRidb5WfdvqRM","3","Marcos Campanati","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21WTWRHbGxZa0ZKV1haT1RrOHdZbkIwUVhKTmRIYxAB!2m1!1s0x0:0x13a96ff759f9d689!3m1!1s2@1:CAIQACodChtycF9oOmVMdGllYkFJWXZOTk8wYnB0QXJNdHc%7C0daZ7iJ2ai1%7C?hl=en","I’ve always associated Eataly with warmth, Italian hospitality, and a joyful dining experience. Unfortunately, that was not our experience today.

The service felt cold and unwelcoming, lacking the kindness and attentiveness one would expect from a place that celebrates Italian culture. The food was good, but the atmosphere created by the staff made the experience feel transactional rather than enjoyable.

Hospitality is as important as the cuisine, and today that element was missing."
"Eataly","https://www.google.com/maps/search/?api=1&query=Eataly&query_place_id=ChIJvx7i_BlawokRidb5WfdvqRM","5","German Villa","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT201ck1HTjJielJtY1dOd1VYUldPSE0yVG5WU1FtYxAB!2m1!1s0x0:0x13a96ff759f9d689!3m1!1s2@1:CAIQACodChtycF9oOm5rMGN2bzRmcWNwUXRWOHM2TnVSQmc%7C0daX1xHGGS5%7C?hl=en",
"Eataly","https://www.google.com/maps/search/?api=1&query=Eataly&query_place_id=ChIJvx7i_BlawokRidb5WfdvqRM","5","Ludo Vico","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25Zek9WVTRWRVZWYkZJNVlVOVdYMlZ0WTB0WlMyYxAB!2m1!1s0x0:0x13a96ff759f9d689!3m1!1s2@1:CAIQACodChtycF9oOnYzOVU4VEVVbFI5YU9WX2VtY0tZS2c%7C0daVbhGZwDR%7C?hl=en","We took a cooking class making tortellini and it was phenomenal!! The teacher Ricardo was so much fun and educational. His charming accent and personality made our night. Patty the Deus ex machina was the real boss. Grazi"
"Eataly","https://www.google.com/maps/search/?api=1&query=Eataly&query_place_id=ChIJvx7i_BlawokRidb5WfdvqRM","5","Lena Gueldner","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pCSlZ6UjZkekZRZW5oTVpYcHZNQzA1VG01b1kxRRAB!2m1!1s0x0:0x13a96ff759f9d689!3m1!1s2@1:CAIQACodChtycF9oOjBJVzR6dzFQenhMZXpvMC05Tm5oY1E%7C0daVasued1g%7C?hl=en","We took a pasta cooking class and it was absolutely amazing. The chef Riccardo Costa was super friendly and knowledgeable and he truly made our night!! He had so many little stories to tell and great Italian cooking expertise, I‘ll definitely incorporate many of the cooking life hacks he showed us into my cooking! The food and wine was also great — shoutout also to his friendly coworker Patty who helped to support all of us learners during the class! They really made an unforgettable night for us 😊😊 Great as a date, but also if you‘re just with friends :)))"
